epoch,train_mse,val_mse
1,1.0053048510932923,0.7353817980766296
2,0.5350320259952546,0.40815164275169374
3,0.4034789269161224,0.35107457871437076
4,0.3521392363166809,0.3140633049964905
5,0.31333499292373657,0.28456645941734315
6,0.28375221855163574,0.25638275904655455
7,0.2513659833240509,0.23890942795276643
8,0.23151946793556213,0.2235198558330536
9,0.2178733334350586,0.21694553821086884
10,0.2073799260044098,0.21336424684524535
11,0.19407903628349304,0.20052778627872467
12,0.18800319364070892,0.19389782762527466
13,0.1811164068365097,0.187635440659523
14,0.17469032099246978,0.18839825556278228
15,0.17067124534130096,0.18164064991474152
16,0.16585565390110016,0.1770422459602356
17,0.16291552562236786,0.18640092074871062
18,0.16058582656383513,0.17304758939743042
19,0.1563467811203003,0.16776716930866242
20,0.1532876191520691,0.16808360476493836
21,0.15626426302909852,0.1704382931947708
22,0.1503179794406891,0.16295665600299836
23,0.1484135992193222,0.16251340937614442
24,0.14617681958198547,0.16015101039409638
25,0.14578472553253174,0.1578745491027832
26,0.14339200936317445,0.1566306863307953
27,0.14243529678344727,0.15626327304840087
28,0.14165856650829314,0.15521139466762543
29,0.14056324220657349,0.15631733207702636
30,0.1394747567510605,0.15204052968025208
31,0.1389253287267685,0.1538891768693924
32,0.13781637060642243,0.15224348618984224
33,0.13704265444755553,0.1507419099807739
34,0.13628110606193541,0.15464387214183808
35,0.13621768800258635,0.14977144277095794
36,0.1355212045621872,0.14852649178504942
37,0.13495980916500092,0.1514673184633255
38,0.13435511132717132,0.14709798102378846
39,0.1343455972480774,0.14968239963054658
40,0.1331293549108505,0.14732585387229918
41,0.1334200196123123,0.15048576581478118
42,0.133100226187706,0.14647573640346528
43,0.13215387167930603,0.15106762621402742
44,0.13248294842243194,0.14579281671047212
45,0.13170239091396332,0.14598849511146544
46,0.13175938234329224,0.14517274594306945
47,0.13171913457870482,0.14484122860431672
48,0.13065483716011048,0.1448238339662552
49,0.1304913224363327,0.14507176303863525
50,0.13094391335964203,0.14398663806915282
51,0.1298372604751587,0.14378458371162414
52,0.1304548564815521,0.15088415701389313
53,0.12953756129264832,0.14434240083694458
54,0.12935666019916534,0.14326028311252595
55,0.12874787981987,0.1446280782699585
56,0.128822929520607,0.14267313895225525
57,0.1287328246307373,0.14567516314983367
58,0.12868578154563903,0.14245315551757812
59,0.12774559478759764,0.14249994246959685
60,0.1278155999946594,0.14195286448001862
61,0.1270908939218521,0.14113164293766023
62,0.12683812407016753,0.14156845710277557
63,0.1257110007429123,0.1396962604045868
64,0.1257588133573532,0.14016428892612456
65,0.12431689558506012,0.13889004456996917
66,0.12435160011768341,0.13917034020423888
67,0.12434632308006287,0.1468587123632431
68,0.12372129195213317,0.13764418013095855
69,0.12335698191165924,0.13720219781398774
70,0.12383480925083161,0.1367197702884674
71,0.1234677687883377,0.13750676243305207
72,0.12285944979429245,0.1376035054922104
73,0.12226692568778992,0.14264516677856445
74,0.12297452924251556,0.13606206815242766
75,0.12365894147157669,0.1362057080745697
76,0.12192146095514297,0.13658445119857787
77,0.1218905019903183,0.13613644857406615
78,0.1210237843322754,0.13603198602199554
79,0.12198519739151001,0.13513844587802887
80,0.12146613652944564,0.1367220196247101
81,0.1208816562819481,0.1357830241203308
82,0.12033180351495742,0.13535329978466035
83,0.12241484003543854,0.13524787318706513
84,0.12033324398756028,0.13569119424819948
85,0.12111561445236206,0.13555970709323883
86,0.12025253086328506,0.134864387011528
87,0.12001477033138275,0.13471481657028198
88,0.12038759030342103,0.13441990509033203
89,0.11970621286630631,0.1348656667947769
90,0.11977105640888214,0.13398746604919434
91,0.11966332917928696,0.13512708764076234
92,0.12036549216270447,0.13580988066196442
93,0.11935025157928467,0.13388581879138947
94,0.11917113686084747,0.1341560352087021
95,0.11922559572935104,0.13348508048057556
96,0.11899923804998398,0.1377418142557144
97,0.11926444313764573,0.13359278285503387
98,0.11922951503515243,0.13300582118034363
99,0.11897858522176742,0.13278451464176177
100,0.11857506447315216,0.13316061871051788
