epoch,train_mse,val_mse
1,0.7342639186286927,0.40975911269187926
2,0.384342253074646,0.34899671168327334
3,0.30821143780708316,0.28869293274879454
4,0.2658504025745392,0.26989084782600403
5,0.23394529502391814,0.2329500738143921
6,0.1955527100276947,0.20435529794692994
7,0.18009250301361085,0.18972511076927184
8,0.16857304139614104,0.18116455059051514
9,0.1595214056825638,0.17319757046699524
10,0.154055590801239,0.1701625898361206
11,0.1480158213186264,0.16161252920627595
12,0.14460808963775634,0.15711693067550658
13,0.14154858849048615,0.15416216480731965
14,0.1390034737634659,0.15743659114837646
15,0.13684209302425385,0.15218842067718505
16,0.1352882625246048,0.14870262124538422
17,0.13341232689380647,0.14715716173648835
18,0.1319542735338211,0.1464953325510025
19,0.13133734209060668,0.14613602981567383
20,0.12982132742404937,0.14799107010364532
21,0.12925527509212495,0.14518036148548127
22,0.12833211529254912,0.14329269993305208
23,0.12865133102416992,0.14320554592609405
24,0.12732525814056397,0.14169365639686585
25,0.12655356418132782,0.1417106633901596
26,0.12673525443077088,0.14143885686397553
27,0.1257913450407982,0.14100040459632873
28,0.12515268570899962,0.14108420400619506
29,0.1251260176038742,0.14017385258674622
30,0.12446304702520371,0.1393499172449112
31,0.12426149589538574,0.13888502790927887
32,0.12372984961986541,0.13923413124084472
33,0.12350781594276428,0.13803959395885468
34,0.12310587785959244,0.1375776109933853
35,0.12274754880666733,0.13724356689453124
36,0.12218867988586425,0.13675554704666137
37,0.1217924505019188,0.1374044415950775
38,0.12143323502779008,0.13618832948207854
39,0.12125140219688416,0.13587814900875092
40,0.12056426782608032,0.13512092540264128
41,0.1201481106185913,0.13477306559085847
42,0.11916339214563369,0.13419456813335418
43,0.11878383077383041,0.1328457797765732
44,0.11791523022174835,0.13273470735549928
45,0.11794817418336868,0.13232791757583617
46,0.11729445733070373,0.1330957616329193
47,0.11711454463720322,0.1316307101249695
48,0.11658282145023346,0.13135883350372315
49,0.11624591211795807,0.1322728908777237
50,0.11632498271465301,0.13564691236019136
51,0.1162290198969841,0.13060471844673158
52,0.11578999348640442,0.133491214966774
53,0.11593371861457824,0.13061861383914947
54,0.11577105383634567,0.1305237884283066
55,0.11505923850059509,0.13032653503417968
56,0.11518349337816239,0.13089489538669585
57,0.11508395205020905,0.13010919399261475
58,0.1148817276763916,0.12992265796661376
59,0.11475956466913223,0.12999430613517762
60,0.11476281474590301,0.13012878189086913
61,0.11423434206485748,0.1300716612100601
62,0.1162060541677475,0.129120241355896
63,0.11399322025299072,0.12903966815471649
64,0.11380861675024033,0.12949623951911926
65,0.11374018074512482,0.12957236638069153
66,0.11398294556617737,0.12841526215076446
67,0.11362479193687439,0.12863167152404786
68,0.11351323892116547,0.12867819428443908
69,0.113595483045578,0.12956016566753387
70,0.11309716636180878,0.1319469482421875
71,0.11355414964914322,0.12824591071605682
72,0.11313624025583267,0.12807448773384095
73,0.11319767675638198,0.12888151762485503
74,0.1130500082540512,0.12781338844299317
75,0.1128735146689415,0.12974719104766846
76,0.11273561208009719,0.12770470373630524
77,0.11270993248224258,0.13000889663696288
78,0.11251158415794373,0.12942397453784943
79,0.11237210289239884,0.12777681074142455
80,0.11265425136089324,0.12754605112075806
81,0.11230032243013383,0.12815469944477081
82,0.11216902029991149,0.12755288774967194
83,0.1123367346715927,0.12900600225925446
84,0.11209878088712692,0.1273518968105316
85,0.11206717267513275,0.1297367659330368
86,0.11177313834428787,0.12701097486019133
87,0.11189809341192246,0.12890730872154235
88,0.11174964419126511,0.12729629888534547
89,0.11170785447597503,0.12700383833646775
90,0.111576512799263,0.13006052474975585
91,0.11171554733991623,0.12714391626119614
92,0.1114582723069191,0.12707388439178466
93,0.11137494111061096,0.1262978156208992
94,0.11160479955434799,0.12695087378025055
95,0.11112373569965363,0.1272672155380249
96,0.1111985097837448,0.12665858514308928
97,0.11101661336183548,0.12617487769126892
98,0.11122458277463913,0.12634381858110427
99,0.11117434803009033,0.1263195341706276
100,0.11117068121671676,0.1267019282221794
