epoch,train_mse,val_mse
1,1.0014082681465148,0.5855946766853333
2,0.5040717757034302,0.4002358549118042
3,0.410743506231308,0.34985456018447875
4,0.3553347999191284,0.3145204664707184
5,0.3099956807041168,0.2957116030216217
6,0.28154442204475405,0.26355902256965635
7,0.2468808463525772,0.2385247076511383
8,0.22450289366245268,0.24032355797290803
9,0.2044353532552719,0.2092904604434967
10,0.1983733045053482,0.20038428781032563
11,0.18330290389060974,0.20674712288379668
12,0.1771540053510666,0.18756070971488953
13,0.16969194437026977,0.17974866914749146
14,0.16567421713352204,0.1804389854192734
15,0.16224200462818145,0.17584659187793733
16,0.15725981496334077,0.17218412821292878
17,0.15265776023864747,0.16514417350292207
18,0.15357402715682983,0.16240665287971495
19,0.1474094628572464,0.15974600315093995
20,0.14677569931983947,0.1578702761888504
21,0.14356646954059601,0.1579496250629425
22,0.14184199220657348,0.15526815505027772
23,0.1398110502099991,0.15273111374378204
24,0.14067101921081543,0.15229015452861785
25,0.13763160342693329,0.15080671191215514
26,0.13691525682926178,0.15018268415927888
27,0.13629250009059907,0.14889809181690217
28,0.1343688591527939,0.15254078392982484
29,0.13411697393894195,0.1477622602701187
30,0.13416303683757783,0.14663628816604615
31,0.13252114150047303,0.1456299381017685
32,0.13201687289714814,0.14671236488819123
33,0.13169223813533784,0.14490258955955507
34,0.13065516798496246,0.1443208031654358
35,0.130510737490654,0.14379347994327546
36,0.12994691939353942,0.14406958131790162
37,0.1286857507133484,0.14346713287830354
38,0.12921274878978728,0.14296442098617554
39,0.12826658656597137,0.14301288211345672
40,0.12998860186100006,0.1429732889652252
41,0.12751558493852616,0.14131954624652862
42,0.12786288887023925,0.14146256504058838
43,0.12676515728473664,0.14086360955238342
44,0.12637942265987395,0.14107715809345245
45,0.12671611819267273,0.14544516401290894
46,0.12585778720855714,0.14235304746627808
47,0.12590954891681672,0.13984057519435883
48,0.1266884756231308,0.14034293031692505
49,0.12507923673152924,0.13983244919776916
50,0.12522660135269165,0.1398231375694275
51,0.12492116730213165,0.1394850756406784
52,0.12426061707258225,0.13839535958766938
53,0.12350751556396485,0.13877205345630647
54,0.12375034547805785,0.13927731235027313
55,0.12310316072463989,0.13734461240768434
56,0.12304267688035965,0.14062734956741332
57,0.12342105155944824,0.13728566889762878
58,0.12156416623353958,0.13633095266819
59,0.12195798957109451,0.13611259393692016
60,0.12088711581230163,0.14205681612491608
61,0.12168460551023483,0.1372669472694397
62,0.12045026606559753,0.1341161772251129
63,0.11987909885644912,0.1350418845653534
64,0.11970017122745515,0.13380213203430175
65,0.12028920921087265,0.1346744877099991
66,0.11898570095062255,0.13485987281799316
67,0.11924326352119446,0.13302121758461
68,0.11945892361879348,0.13307502732276916
69,0.11796295673370362,0.1350725553512573
70,0.11955042685508728,0.13229105925559997
71,0.11847976091861726,0.13253728382587432
72,0.11824331168174744,0.1320229856491089
73,0.11766302443265915,0.13189451146125794
74,0.11796393624782563,0.1329028459072113
75,0.11755117199659347,0.13211213552951812
76,0.11693457159042359,0.1319964380979538
77,0.11782791647195816,0.13422175977230072
78,0.11739590367794037,0.1315174279689789
79,0.11643424494743347,0.13138823461532592
80,0.11668300500392914,0.13125796966552736
81,0.11688103389263153,0.13278526458740234
82,0.11649619814157486,0.1337469061613083
83,0.11654259752035141,0.13271758687496185
84,0.11707281526088714,0.13197717463970185
85,0.1169582785129547,0.1314562876701355
86,0.11572473726511001,0.13032743017673493
87,0.11574717167139054,0.1301840128183365
88,0.11648949064970017,0.13077289769649506
89,0.11561956733703613,0.13105970273017883
90,0.11616585146188736,0.13107626762390137
91,0.11479837810277939,0.1348159027814865
92,0.11699830528736115,0.12979015119075776
93,0.11512819609642029,0.12980707376003264
94,0.11479657546281814,0.12991999003887175
95,0.11647060595989227,0.12997563319206237
96,0.11459028939723968,0.12994798007011413
97,0.11457017443180084,0.1299852166414261
98,0.11533411633014679,0.12938304324150085
99,0.11450143409967423,0.12941255552768707
100,0.1146810417342186,0.13464003138542174
