epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
121,0.10817822825431823,0.96306,0.5809563313484192,0.8486
122,0.10519894026041031,0.96434,0.5823974110603333,0.849
123,0.10643600226640701,0.96392,0.5819595774650573,0.8488
124,0.10503087305307389,0.96468,0.5852020329475403,0.8485
125,0.10186049062490463,0.96508,0.5875278205871582,0.8488
126,0.10512945415496826,0.96472,0.5867812721252441,0.849
127,0.1040102436542511,0.96522,0.5883428791046142,0.8499
128,0.1002495646572113,0.96724,0.5913294751167297,0.8495
129,0.09798038000822067,0.9667,0.5941946628570557,0.8488
130,0.09775043386936187,0.96668,0.5933484492301941,0.8484
