119,8,24,76,159,22,8,556,24,4
312,4,13,49,52,108,1,434,21,6
122,18,6,185,53,31,8,562,5,10
264,13,11,107,51,109,11,408,8,18
173,18,15,72,66,23,3,608,8,14
239,8,4,178,27,90,14,407,3,30
252,25,0,96,29,16,5,563,6,8
152,24,14,77,96,78,9,517,20,13
192,4,33,132,168,26,3,404,37,1
333,10,50,24,100,122,0,257,104,0
