epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
34,0.2858967014026642,0.89888,0.5604662313461304,0.8219
35,0.27964892689704896,0.9017,0.6187037117004395,0.8142
36,0.2751678222179413,0.90278,0.6070610352516175,0.818
37,0.27709859604835513,0.90208,0.5923305290222168,0.8212
38,0.26961241567611693,0.90574,0.5995844555854797,0.814
39,0.2572200205612183,0.90974,0.5713237998008728,0.833
40,0.2537007518196106,0.90988,0.665098382282257,0.8041
41,0.19096571476936341,0.93354,0.4357487425804138,0.8641
42,0.1335439013671875,0.95368,0.4461094473361969,0.8692
43,0.11154183589458466,0.9609,0.4652174076080322,0.8729
44,0.09898631834983826,0.96534,0.48760595674514773,0.871
45,0.09289770108938217,0.96766,0.4843487252235413,0.8728
46,0.08689421706438065,0.96872,0.4871834764480591,0.8697
47,0.08007957506895065,0.97188,0.48947573766708374,0.8755
48,0.07588496316432952,0.97336,0.49380729990005495,0.8725
49,0.07119941403865815,0.9744,0.5033503224372864,0.8728
50,0.0667211908507347,0.9762,0.500324202632904,0.8732
51,0.06536972397565842,0.97796,0.5163835039138794,0.8733
52,0.05963595363140106,0.97994,0.5106651480674743,0.8727
53,0.057809710128307344,0.98068,0.5254198012351989,0.8714
54,0.05509236281394959,0.98096,0.5202665904998779,0.876
55,0.05100809281587601,0.98276,0.5373821808815002,0.8738
56,0.05056391598701477,0.98274,0.5355228077888489,0.8743
57,0.046734889894723894,0.98422,0.538827726650238,0.8742
58,0.04764274537086487,0.98388,0.541582395362854,0.8734
59,0.04462073100924492,0.98474,0.5366948078155518,0.8734
60,0.04125234136581421,0.98562,0.5457868964195252,0.8748
61,0.03991392933607101,0.98662,0.5609619997024536,0.8713
62,0.03966018326759339,0.98588,0.56290428647995,0.8727
63,0.039540078412294385,0.98644,0.5660875016212463,0.8744
64,0.03541621162414551,0.98806,0.5735022751808166,0.8692
65,0.03482655202507973,0.98844,0.5668497005462646,0.8738
66,0.03504161718249321,0.98816,0.574702036857605,0.8718
67,0.033143914244174955,0.98898,0.5793080116271973,0.8715
68,0.03231286047101021,0.9888,0.5864409479141235,0.8738
69,0.03226802715659142,0.98918,0.5814394426345825,0.8763
70,0.0315763531935215,0.98948,0.5794189913749694,0.8743
71,0.031118284634947778,0.98944,0.586463130569458,0.8747
72,0.029538185510635376,0.9895,0.5917773612976074,0.8732
73,0.028913323866724967,0.99028,0.5939330672264099,0.8744
74,0.02781283272445202,0.99054,0.5935305452346802,0.876
75,0.02665785785794258,0.99098,0.5990392457008362,0.8733
76,0.026195096539258958,0.9908,0.6069381469726562,0.8731
77,0.02692008365213871,0.99078,0.6003934853553772,0.8729
78,0.026081832128167153,0.99142,0.6144470538139343,0.872
79,0.02571620390892029,0.99162,0.613271531009674,0.8709
80,0.025004128634929658,0.99162,0.6082948781013489,0.8724
81,0.023656329770684242,0.99238,0.6072960279464722,0.8736
82,0.024111070830225945,0.99198,0.6222400868415833,0.8692
83,0.022466868965029717,0.99278,0.6168658305168152,0.8732
84,0.021800947501063348,0.9928,0.6236824849128723,0.8719
85,0.022103678691387175,0.9926,0.6168664319992065,0.8728
86,0.021107657114863395,0.99292,0.6302862131118775,0.8724
87,0.021011470993757247,0.99298,0.6145950088500977,0.8743
88,0.020393363155722617,0.9932,0.6291414120674134,0.8722
89,0.02069872968196869,0.99348,0.6311427753448486,0.8743
90,0.02191581711500883,0.9932,0.6312494617462158,0.8719
91,0.01808254161298275,0.99374,0.6226392935752869,0.8749
92,0.01663982235133648,0.99474,0.618220875453949,0.8759
93,0.014510269607007504,0.9956,0.6163798930168152,0.8757
94,0.014921710304021835,0.9955,0.6179767398834228,0.8748
95,0.01438483809158206,0.99576,0.6179189260482788,0.8766
96,0.015244487327337264,0.99498,0.6165860507965087,0.8763
97,0.013958539299964904,0.99584,0.6170148415565491,0.8748
98,0.012519177979826927,0.99618,0.620839534854889,0.8758
99,0.012556986015439033,0.99634,0.6153279134750366,0.877
100,0.012256066911518574,0.9963,0.6177795586585999,0.8759
101,0.014099536758065224,0.99568,0.6199621150016784,0.8762
102,0.01243469915509224,0.9963,0.6185281591415406,0.8766
103,0.011187516669631005,0.997,0.6179901287078857,0.8762
104,0.011900639803111554,0.99638,0.6205683303833007,0.8756
105,0.011605141501128674,0.99682,0.6219369044303894,0.8756
106,0.012089506046175957,0.99642,0.6196878750801087,0.8759
107,0.011221373735666274,0.99676,0.6187899922370911,0.8758
108,0.01157226170539856,0.99656,0.6197373171806335,0.876
109,0.010817976654171944,0.99682,0.6199683257102966,0.8754
110,0.01086192445397377,0.9969,0.6185126748085022,0.8777
111,0.010126976045668125,0.9973,0.6208805054664612,0.8758
112,0.011544618170410395,0.99636,0.6223524040222168,0.875
113,0.01099788494899869,0.99658,0.6224726365089417,0.8764
114,0.011268746688961983,0.99636,0.6262673700332642,0.8765
115,0.01004895993977785,0.99726,0.6223974901199341,0.8766
116,0.010401090016663074,0.99688,0.624393729686737,0.8757
117,0.010707546331584454,0.99692,0.6241972487449646,0.8756
118,0.010244802010953426,0.99726,0.6227176368713379,0.8757
119,0.011067198814600707,0.99674,0.6226175507545472,0.8755
120,0.009757977445721626,0.99712,0.6243381343841553,0.876
121,0.010303081957995891,0.99694,0.6230313682556152,0.8753
122,0.009648471211194993,0.99718,0.6240303318023681,0.876
123,0.00976888385474682,0.99728,0.6254075596809388,0.8754
124,0.009703081432580947,0.9973,0.625323575592041,0.876
125,0.009634733320474625,0.99748,0.6260932467460633,0.8744
126,0.009377478556931019,0.99732,0.624250528717041,0.876
127,0.008928187047839166,0.99754,0.6269337400436401,0.8762
128,0.009502350288629531,0.99722,0.6255241380691529,0.8758
129,0.009514493498206138,0.99762,0.6303606974601745,0.8745
130,0.009585245985984802,0.9974,0.6280790421485901,0.8755
