epoch,train_mse,val_mse
1,1.0252252805900575,0.6865126432418823
2,0.5563809576416016,0.4223134697914124
3,0.42297807625770567,0.3553742371559143
4,0.3636703239536285,0.3192110227584839
5,0.3284396472263336,0.2827991820812225
6,0.2872287226867676,0.26139579219818115
7,0.2587142409849167,0.2431361471891403
8,0.23987949810504913,0.2328671545982361
9,0.2167369498872757,0.2198018914461136
10,0.2070550113916397,0.22229430463314057
11,0.19364600176811217,0.21553397607803346
12,0.19043113310337068,0.19531192803382874
13,0.1789585718345642,0.18967160217761994
14,0.17461247182369233,0.18461634292602538
15,0.16799181103229524,0.18439180009365083
16,0.16496394582271576,0.17981560530662535
17,0.15982541246414184,0.17577080602645875
18,0.15668796404838561,0.17033345994949342
19,0.15440827977657318,0.16737880308628084
20,0.1526693276309967,0.16824167985916139
21,0.1491375312423706,0.16255489666461945
22,0.14919072066783906,0.161041153383255
23,0.14441935877799988,0.15795142359733583
24,0.14483709362030028,0.1571817058324814
25,0.14213942835330964,0.15631704139709474
26,0.140949914355278,0.1539489114522934
27,0.14147766612529755,0.1538397513628006
28,0.13850154564380646,0.15169768109321594
29,0.13729009835243225,0.1513503903865814
30,0.1375741093158722,0.15258205087184906
31,0.13553451543331146,0.15045396258831023
32,0.1349783015727997,0.14984319174289704
33,0.13483848275184632,0.1498833956003189
34,0.1347141706466675,0.1494056437253952
35,0.1335102079296112,0.14777423536777495
36,0.1328004028224945,0.16024979071617126
37,0.13270936501502992,0.14646780705451964
38,0.13179102018356323,0.14643257095813753
39,0.1321258792734146,0.14544506242275237
40,0.13028455337524414,0.1495644263267517
41,0.13086203674793243,0.14550553050041198
42,0.1299353408718109,0.1448358922958374
43,0.12996588756561278,0.1444909732580185
44,0.13022867012977601,0.14400981194972992
45,0.1287318479824066,0.1489203716993332
46,0.1294586846256256,0.1456867640733719
47,0.12882012958526612,0.14355095779895782
48,0.12872501946926118,0.14383868896961213
49,0.12883208269119262,0.14451295478343965
50,0.12784737585544587,0.14373235087394715
51,0.1271617930698395,0.14245841352939606
52,0.12710737348079681,0.143258162689209
53,0.12715726237773894,0.14223199810981751
54,0.12686301605701447,0.14216820344924927
55,0.13819010503292084,0.22821939952373504
56,0.14910600357055664,0.14431146366596223
57,0.12876560472488402,0.1454244601011276
58,0.12585637124061586,0.14098962602615356
59,0.1254436681365967,0.1408211916923523
60,0.12484325508117676,0.14104255657196044
61,0.12536636651515962,0.15581500782966615
62,0.12519713586330414,0.13911935272216797
63,0.12269648003578186,0.1397284996032715
64,0.12355528668403626,0.13802998440265654
65,0.12211531298875809,0.13817491908073426
66,0.12196004743337631,0.1379782814025879
67,0.12149846993684768,0.13641456174850464
68,0.12191553367376327,0.13615657770633696
69,0.12104094024181367,0.13648923571109772
70,0.1206868482351303,0.13557238762378693
71,0.12110005972862244,0.1350967515230179
72,0.1211672891330719,0.1348214714050293
73,0.11967688867092133,0.134679669213295
74,0.12055758496046066,0.13760816552639007
75,0.11943922537565231,0.13473352663517
76,0.11996794793844223,0.13488719403743743
77,0.11983065060138702,0.1339738127708435
78,0.12013092593431472,0.1351580443382263
79,0.11870328349590302,0.13384011034965515
80,0.11880122433900833,0.13472527465820314
81,0.11941773586273194,0.13409997189044953
82,0.11850789507865905,0.13372050609588623
83,0.11964887902021408,0.1334877007484436
84,0.11857903532266617,0.13335771477222444
85,0.11799258198022843,0.13290863366127015
86,0.11862476310968399,0.13509335324764252
87,0.11822514700174332,0.1334705384492874
88,0.11787855707168579,0.13282644836902618
89,0.11811553343057632,0.13304248242378236
90,0.11783436841249466,0.13270781021118164
91,0.1177337429857254,0.13239313457012178
92,0.11727291640043258,0.13464668600559235
93,0.11727274493217468,0.1327920296907425
94,0.117360173330307,0.13191487493515014
95,0.11777020632743836,0.1316670436859131
96,0.11650253670930863,0.13244840581417083
97,0.11697418907880783,0.13257423655986786
98,0.116817355697155,0.13171759166717528
99,0.11720041321277619,0.13213985450267793
100,0.11667955190896988,0.13161510541439056
