epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
104,0.012671858867555856,0.99616,0.6108350577354431,0.878
105,0.011291445732712745,0.99688,0.6088937052726746,0.8784
106,0.011470412752926349,0.99658,0.6104956059455872,0.8791
107,0.011784332752823829,0.99658,0.6101949954032898,0.8785
108,0.011357595831155778,0.9968,0.6133374651908875,0.8778
109,0.011854628135859966,0.99652,0.6110252303123475,0.8782
110,0.012074762133061885,0.99644,0.6122686110496521,0.8778
111,0.01205352377563715,0.99668,0.6103035385131836,0.8778
112,0.0113653879442811,0.9965,0.6110761038780212,0.8784
113,0.010890387555658817,0.99672,0.6127921634674073,0.8775
114,0.010578738895058632,0.99712,0.6129492071151733,0.8771
115,0.01127810615375638,0.9967,0.6122940476417541,0.8787
116,0.011042231868505477,0.99676,0.6141209431648255,0.8779
117,0.011353653606772422,0.99646,0.6159220437049866,0.8775
118,0.010893777420520782,0.9969,0.6149904379844665,0.8781
119,0.010197217146456241,0.9972,0.6146302387237549,0.8781
120,0.010442720523774623,0.9973,0.6135648845672608,0.8788
121,0.010160050814449787,0.99712,0.6115869017601013,0.8782
122,0.010891880687475205,0.99688,0.6155537313461303,0.8772
123,0.011395739767849446,0.99656,0.6153152544975281,0.8775
124,0.010063762121498584,0.99706,0.6188304626464843,0.878
125,0.010297572247982025,0.99686,0.6178689078330993,0.8783
126,0.010718679546415805,0.99692,0.6164763977050781,0.8776
127,0.010111107442975045,0.99706,0.6197532667160034,0.8769
128,0.01012350149422884,0.99714,0.6156000230789185,0.8774
129,0.010120400384068489,0.99706,0.6168919267654419,0.8779
130,0.009951045234799385,0.9971,0.6190827986717224,0.8759
