904,3,19,15,7,3,2,1,24,22
11,927,1,4,0,1,4,1,10,41
25,0,833,50,31,18,21,13,3,6
13,4,28,760,38,95,33,18,5,6
8,2,21,31,876,16,19,26,1,0
11,1,17,115,21,790,11,25,2,7
9,2,16,33,12,7,913,1,5,2
9,1,14,21,18,31,1,897,1,7
27,11,10,8,5,0,3,1,924,11
20,37,2,5,0,1,1,3,16,915
